ভাড়া কোড কিউ মানে কি,O O B-fare_basis_code O O
দয়া করে সান ফ্রান্সিস্কো থেকে ওয়াশিংটন ডিসির ফ্লাইট দিন ,O I-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O O O
আমার ডিনভার থেকে পিটসবার্গ যাওয়ার তথ্য প্রয়োজন,O B-fromloc.city_name O B-toloc.city_name O O
সিয়াটেল থেকে সল্ট লেক শহরে ,B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name
বোস্টন থেকে বুই যাবার প্রথমতম ফ্লাইট কি যা একটি স্ন্যাক সরবরাহ করে,B-fromloc.city_name O O O O O O B-meal_description O O
কি ধরণের বিমান ডেল্টা ওড়ায়ে ,O O O B-airline_name O O
পিটসবার্গ থেকে আটলান্টা পর্যন্ত এক রাউন্ড ট্রিপ ফ্লাইটের খরচ কত পঁচিশে সেপ্টেম্বর যাওয়ার এবং ছয় মেতে ফেরার,B-fromloc.city_name O B-toloc.city_name O O B-round_trip I-round_trip O O O I-depart_date.day_number O O O O B-return_date.month_name O O O O O O
আমাকে নয় অগাস্টএর ডেনভার ছাড়ার  এবং বস্টনে ফিরে আসার ফ্লাইটগুলি দিন,O O O O O O O O O
 সমস্ত ফ্লাইটএর তালিকা দিন যেগুলি সাধারণ মিচেল আন্তর্জাতিক মধ্যে ওরে,B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O O O O O O
সোমবার মঙ্গলবার বুধবার বৃহস্পতিবার এবং শুক্রবার কি কি ফ্লাইট ওরে ডেনভার থেকে সান ফ্রান্সিস্কো পর্যন্ত ,B-depart_date.day_name B-depart_date.day_name B-depart_date.day_name B-depart_date.day_name O B-depart_date.day_name O I-toloc.city_name O B-fromloc.city_name O O O O
ইন্ডিয়ানাপলিস থেকে সিয়াটেলএর সব ফ্লাইটএর তালিকা দিন,B-fromloc.city_name O B-toloc.city_name O O O O
শনিবারের ওকল্যান্ড থেকে ফিলাডেলফিয়া যাওয়ার বিমানের খাবারেতে,O O O B-fromloc.city_name B-depart_date.day_name
আমাকে ত্বতে সকালের দিকের আটলান্টা থেকে ফ্লাইট দেখান,O B-depart_time.period_of_day O B-fromloc.city_name O O O
আমি বার্টিমোর থেকে বোস্টন যাওয়ার প্রথম ফ্লাইটটি খুঁজতে চাই যেটা খাবার সরবরাহ করে,O O O B-toloc.city_name O O O O O O O
সমস্ত এয়ারলাইনসের মধ্যে কোন আইরলাইনটার সবচেয়ে বেশি আগমন আটলান্টায়  ,O O O O O O O
উন্তিরিশে জুলাইএর বাল্টিমোর থেকে বোস্টন যাওয়ার সমস্ত ফ্লাইট প্রদর্শন করুন,B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O B-toloc.city_name O O O O O
আমি ভোর সকালের প্রথম ফ্লাইটে আটলান্টা থেকে বেল্টিমোর যেতে চাই,O O O O O O B-fromloc.city_name O O O O
আমার এখন একটি ফ্লাইট প্রয়োজন সান জোসে থেকে হাউস্টন যাওয়ার চার তারিখ রবিবার,O O O I-fromloc.city_name O B-depart_date.day_number B-depart_date.day_name O B-toloc.city_name O O O
কি কি ফ্লাইট উপলব্ধ আছে সন্ধে 6 টার পরে সান ফ্রান্সিস্কো এবং বোস্টনের মধ্যে,O I-fromloc.city_name O B-toloc.city_name O B-depart_time.time O O O O O O
কোন ফ্লাইটটা বাল্টিমোর ছাড়বে শুক্রবারে এবং পৌঁছাবে সানফ্রান্সিসকো তে রাত 8টার মধ্যে  ,B-depart_date.day_name O O O O O O I-toloc.city_name O B-arrive_time.time O
আমাকে বোস্টন থেকে সান ফ্রান্সিস্কো পর্যন্ত ফ্লাইট দেখান,O B-fromloc.city_name O O I-toloc.city_name O O O
বস্টন থেকে ফিলাডেলফিয়া পর্যন্ত ডেল্টা বিমান সংস্থার ফ্লাইটগুলি তালিকাভুক্ত করুন,B-fromloc.city_name O B-toloc.city_name O B-airline_name O O O O O
আমাকে ডালাস থেকে সান ফ্রান্সিস্কো যাওয়ার ভাড়া দেখান,O B-fromloc.city_name O O I-toloc.city_name O O O
কোন ননস্টপ ফ্লাইটগুলি বোস্টন এবং ওয়াশিংটনের মধ্যে পৌঁছায়ে দুপুর চার্টার পর,B-fromloc.city_name O O O O O B-arrive_time.time O B-arrive_time.time_relative O
লস এঞ্জেলস আন্তর্জাতিক বিমানবন্দর থেকে লস এঞ্জেলসএর  দূরত্ব কত ,O O O O O I-fromloc.airport_name I-fromloc.airport_name O O O
সান জোসে স্থল পরিবহন,O I-city_name O O
আমাকে দয়া করে বলুন বোস্টন থেকে আটলান্টা পর্যন্ত কতগুলি ননস্টপ ফ্লাইট আছে ,B-fromloc.city_name O B-toloc.city_name O O B-flight_stop O O O O O O
ডেল্টাতে সান ফ্রান্সিস্কো থেকে আটলান্টা যাওয়ার  প্রথমতম ফ্লাইটে খাবার দেওয়া হয় ,O I-fromloc.city_name O B-airline_name O B-toloc.city_name O O O O O O O
কানাডিয়ান এয়ারলাইনস আন্তর্জাতিক কোথায় ওড়ে  ,B-airline_name I-airline_name I-airline_name O O O
কোন ফ্লাইটটা ডেনভার থেকে পিটসবুর্গে সকাল 8টার আগে পৌঁছাবে ,B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.period_of_day B-arrive_time.time O B-arrive_time.time_relative O
আমাকে বোস্টন থেকে আটলান্টার প্রথমতম ফ্লাইট খুজে বের করে দিন,O B-fromloc.city_name O O O O O O O
তালিকাভুক্ত  করুন হাউস্টন থেকে ডালাস যাবার ননস্টপ ফ্লাইটগুলি যা মধ্য রাতের আগে পৌঁছাবে,B-fromloc.city_name O B-toloc.city_name O B-arrive_time.period_of_day B-arrive_time.time_relative O B-flight_stop O O
"বোস্টন থেকে সানফ্রান্সিসকো যাওয়ার ফ্লাইটগুলি দ্যাখান যা আটলান্টাতে থামবে
",O B-fromloc.city_name O O O O O O
ফিলাডেলফিয়া থেকে সানফ্রান্সিসকো যাওয়ার ফ্লাইটগুলি দ্যাখান যা ডালাসে থামবে,B-stoploc.city_name O B-fromloc.city_name O O O O O
কোন শহরে এয়ারপোর্ট এম সি ও আছে,O O O O O
টাকোমাতে একটি গাড়ী ভাড়া কত খরচ হবে,O B-city_name O B-transport_type O O O O
আমাকে বেল্টিমোর থেকে ডালাসএর  ফ্লাইট দেখান,O O O B-toloc.city_name O O
আমাকে ডেনভারের স্থল পরিবহনের একটি তালিকা প্রদর্শন করুন,O B-city_name O O O O O O
আমার একটি ফ্লাইট প্রয়োজন যাতে খাবার সরবরাহ হবে এবং কলম্বাস থেকে ফিনিক্স যাবে ও সিনসিনাটি তে থামবে ,O B-fromloc.city_name O B-toloc.city_name O O O O B-meal_description O O O O O O O
এছাড়াও মঙ্গলবার সান ফ্রান্সিস্কো থেকে পিটসবার্গের ফ্লাইটগুলি দেখান,O B-depart_date.day_name O I-fromloc.city_name O B-toloc.city_name O O O
ডালাস থেকে ওকল্যান্ড ফ্লাইট দেখান,B-fromloc.city_name O B-toloc.city_name O O
আমাকে শার্লট থেকে লং বিচের সবচেয়ে সস্তা ফ্লাইট দিন,O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O
সান ফ্রান্সিস্কো থেকে পিটসবার্গ যাওয়ার সব ফ্লাইট দেখান,O I-fromloc.city_name O B-toloc.city_name O O O O
আমাকে ডোভারের স্টপভারের সাথে বোস্টন থেকে সান ফ্রান্সিস্কোতে যুক্ত করার ফ্লাইটটি খুঁজুন,O O O O B-fromloc.city_name O O O O O O O
আমাকে লাভ ফিল্ড থেকে আসার শেষ ফ্লাইট দ্যাখান,O B-fromloc.airport_name I-fromloc.airport_name O O O O
পাঁচটার পর নেওয়ার্ক থেকে বোস্টন যাওয়ার কি ফ্লাইট আছে,B-fromloc.city_name O B-toloc.city_name O B-depart_time.time O O O O O O
কি সব ফ্লাইট আছে বোস্টন থেকে ডালাস যাওয়ার,B-fromloc.city_name O B-toloc.city_name O O O O
নভেম্বরএর 9তারিখের সবচেয়ে প্রথম ফ্লাইটটি কি সানফ্রান্সিসকো থেকে বোস্টন যাওয়ার  ,O I-fromloc.city_name O O O O B-arrive_date.month_name B-arrive_date.day_number O B-toloc.city_name O O O
পাঁচ-ই জুলাইএর সবচেয়ে প্রথম ফ্লাইটটি কি পিটসবুর্গ থেকে আটলান্টা যাওয়ার,O O B-depart_date.month_name B-depart_date.day_number O O O O O O
পরের শনিবারের জন্য ফিলাডেলফিয়া থেকে ডালাস যাওয়ার উপলব্ধ ফ্লাইটগুলি তালিকাভুক্ত করুন,B-fromloc.city_name O B-toloc.city_name B-depart_date.date_relative B-depart_date.day_name O O O O O
কোন ফ্লাইটগুলি পিটসবুর্গ ছারে এবং পৌঁছায় লস এঞ্জেলসএ বিকাল পাঁচটার পর ,O O B-fromloc.city_name O O B-arrive_date.day_name O B-arrive_time.time O O O O O
বিমানবন্দর থেকে বোস্টনএর যাতায়াতের সময় কত ?,O O B-toloc.city_name O B-time O
কোন বিমানসঙ্গস্থার সর্বনিম্ন বিমান আছে যা পিটসবুর্গ ছেড়ে বাল্টিমোর পৌঁছাবে ৪-ই জুলাই,O O B-fromloc.city_name O O O O B-arrive_date.month_name B-arrive_date.day_number O O O
কি কি ননস্টপ ফ্লাইট আছে আমেরিকা ওয়েস্টএ বা সাউথওয়েস্ট এয়ারএ কানসাস শহর থেকে বুরব্যাংকে শনিবার ২২-এ মে ,O I-fromloc.city_name O I-airline_name B-or O O B-arrive_date.day_name O O O O O O O
মার্কিন এয়ারলাইন্সএ কি কি ক্লাসের সেবা পাওয়া যায়,B-airline_name I-airline_name O O O O
আমি জানতে চাইলাম শুক্রবার জুন থেকে 11 ই সেপ্টেম্বর কোন ফ্লাইট আছে। পেটারবার্গ থেকে মিলওয়াকি এবং তারপর মিলওয়াকি থেকে টাকোমা পর্যন্ত আপনাকে ধন্যবাদ,O O O B-depart_date.day_name B-depart_date.month_name O O O O O O O O O B-fromloc.city_name O O O O B-toloc.city_name O O O
দশ-ই নভেম্বরের সমস্ত বিমানগুলি বোস্টন থেকে ওয়াশিংটন ডিসির,B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O
কি কি বিমান আছে ডেনভার থেকে সান ফ্রান্সিস্কোর,B-fromloc.city_name O O I-toloc.city_name O O O
সকাল আটটার সান ফ্রান্সিস্কো থেকে আটলান্টা যাওয়ার বিমানে কি ধরণের বিমান ব্যবহৃত হয়েছে,O I-fromloc.city_name O B-toloc.city_name O B-depart_time.time O O O O O O O
 কোন বিমানের এককালীন যাওয়ার ভাড়া 329  ডলারেতে,O O B-fromloc.city_name O B-toloc.city_name B-fare_amount O O O
কোন বিমানগুলি বাল্টিমোর ছাড়ে বোস্টনের জন্য শুক্রবার ৬ টার পর ,B-depart_date.day_name B-depart_time.time O O B-toloc.city_name O O O O O O O
ঠিক আছে আমার হাউস্টন থেকে সিয়াটেলর একটি ফ্লাইট দরকার,O O O B-fromloc.city_name O B-toloc.city_name O O O O O
দয়া করে ডেনভার এবং বোস্টনের মধ্যের বিমানগুলি তালিকাভুক্ত করুন ,B-fromloc.city_name O B-toloc.city_name O O O O O
আমাকে খুঁজেদিন সেই ননস্টপ বিমানগুলি যেগুলি বোস্টন থেকে ডালাস যায় দুপুর ১২টা থেকে দুপুর ২টোর মধ্যে,O O O B-toloc.city_name O O O O O O O O O O B-depart_time.end_time O O O
আমার কিছু তথ্য চাই বোস্টন থেকে আটলান্টা যাওয়ার বিমানগুলির ওপর,O B-toloc.city_name B-fromloc.city_name O O O O O
ড্যানভার থেকে ওয়াশিংটন ডিসির সর্বশেষ ননস্টপ ফ্লাইটটি দেখান,B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O B-flight_stop O O
ডালাস থেকে বেল্টিমোরএর ফ্লাইট কি কি,B-fromloc.city_name O O O O O
আমার দোসরা মার্চের একটি ননস্টপ ফ্লাইট চাই নিউ ইয়র্ক থেকে লাস ভেগাসের   ,O B-arrive_date.month_name B-arrive_date.day_number O B-fromloc.city_name I-fromloc.city_name O O I-toloc.city_name O O B-flight_stop O O
না আমি ড্যানভার থেকে ওকল্যান্ড যেতে চাই,O O B-fromloc.city_name O B-toloc.city_name O O
আমায় সমস্ত রাতের ভাড়া দ্যাখান ফিলাডেলফিয়া থেকে সানফ্রান্সিসকোর মধ্যে  ,B-fromloc.city_name O O O O O O O O
কি ধরণের স্থল পরিবহন পাওয়া যায় ডালাস ফোর্ট ওর্থে,B-city_name O O O O O O O
ষোলোই ডিসেম্বরের ওকল্যান্ড থেকে দালালের ফ্লাইটের এককালীন যাওয়ার ইকোনমি শ্রেণীর  ভাড়া দ্যাখাতে পারবেন,B-depart_date.month_name O O O B-fromloc.city_name O B-toloc.city_name O O O O O O B-round_trip O O O
ভাড়া কোড কিউ ডাব্লিউ কি,O O B-fare_basis_code O
আমার দুপুরতে একটি ফ্লাইট চাই নয়-ই জুলাইএর অরলান্ড থেকে কানসাস শহরের ,O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O O O
শার্লট থেকে লা যাবার কোচ ভাড়া কত বুধবার রাতের,B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name O B-class_type O O
ডেনভারেতে কি কোনো স্থল পরিবহন আছে ,B-city_name O O O O
আমাকে শুক্রবারের ফিলাডেলফিয়া থেকে ওকল্যান্ডের ফ্লাইটগুলি দ্যাখান  ,B-depart_date.day_name O B-toloc.city_name O B-fromloc.city_name O O O
আমি জানতে চাই কি কি ফ্লাইট পাওয়া যাবে বোস্টন থেকে ডেনভারের যা ডেনভার পৌঁছাবে বুধবার সকাল ৮টার মধ্যে,O O O O O O B-arrive_time.time O B-arrive_time.period_of_day O O B-toloc.city_name O O O O O
আমি উপলব্ধ সর্বনিম্ন খরচে পিটসবার্গ থেকে আটলান্টায় বুধবার সকালে উড়ে যেতে চাই,O B-depart_date.day_name O B-toloc.city_name O B-fromloc.city_name O O O O O O O
ফিলাডেলফিয়া থেকে সানফ্রান্সিসকো যাবার ফ্লাইট তালিকাভুক্ত করুন আমেরিকান এয়ারলাইন্সএ,B-fromloc.city_name O O I-airline_name O I-toloc.city_name O O O O
"রবিবার মেমফিস থেকে লাসভেগাসের ফ্লাইটগুলি 
",B-depart_date.day_name O I-toloc.city_name O B-fromloc.city_name O O
পাঁচুই সেপ্টেম্বরের বৃহস্পতিবার আটলান্টা থেকে বোস্টন যাওয়ার প্রথম ফ্লাইট কি আছে যা সকাল 8টার পর ছাড়বে,B-fromloc.city_name O B-toloc.city_name O O O B-depart_date.day_name O B-depart_date.day_number O O B-depart_time.time O O
ইউনাইটেড বিমান 352 এ প্রথম শ্রেণীর ফ্লাইটের ভাড়া কত,B-fromloc.city_name O B-toloc.city_name O B-flight_number O O O I-class_type O O
ফিলাডেলফিয়া থেকে ডালাস যাওয়ার বিমান যা পৌঁছাবে শনিবার বিকেল 4-টের আগে,B-fromloc.city_name O B-toloc.city_name O B-arrive_date.day_name O B-arrive_time.time O B-arrive_time.time_relative
কালকের সান দিয়েগো থেকে ফিনিক্স যাওয়ার বিমানগুলি তালিকাভুক্ত করুন,O I-fromloc.city_name O B-toloc.city_name O B-depart_date.today_relative O O
আমাকে সমস্ত ফ্লাইগুলি সানফ্রান্সিসকো থেকে ওয়াশিংটন ডিসির দেখান,O I-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O O O
আমি নিশ্চিত আমি ফিলাডেলফিয়া থেকে ডালাস যেতে চাই,O O B-fromloc.city_name O B-toloc.city_name O O
আমাকে ডালাস ছাড়াই সব যুক্তরাষ্ট্রে ফ্লাইটগুলি দেখান,O B-fromloc.city_name O O O O O
আপনিকি সমস্ত ফিনিক্স আর লাসভেগাসের মধ্যের ফ্লাইটগুলি তালিকাভুক্ত করতে পারেন,O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O O
তালিকাভুক্ত করুন সমস্ত বাল্টিমোর থেকে ফিলাডেলফিয়ার ফ্লাইটগুলি,B-fromloc.city_name O B-toloc.city_name O O O O
রাউন্ড ট্রিপের ভাড়া মিনিয়াপলিস থেকে সানদিয়েগোর ইকোনমি কোচের,B-fromloc.city_name O O I-toloc.city_name B-class_type O O O B-round_trip I-round_trip O
